@RELATION activity
@ATTRIBUTE word1 NUMERIC
@ATTRIBUTE word2 NUMERIC
@ATTRIBUTE word3 NUMERIC
@ATTRIBUTE word4 NUMERIC
@ATTRIBUTE word5 NUMERIC
@ATTRIBUTE word6 NUMERIC
@ATTRIBUTE word7 NUMERIC
@ATTRIBUTE word8 NUMERIC
@ATTRIBUTE word9 NUMERIC
@ATTRIBUTE word10 NUMERIC
@ATTRIBUTE word11 NUMERIC
@ATTRIBUTE word12 NUMERIC
@ATTRIBUTE word13 NUMERIC
@ATTRIBUTE word14 NUMERIC
@ATTRIBUTE word15 NUMERIC
@ATTRIBUTE word16 NUMERIC
@ATTRIBUTE word17 NUMERIC
@ATTRIBUTE word18 NUMERIC
@ATTRIBUTE word19 NUMERIC
@ATTRIBUTE word20 NUMERIC
@ATTRIBUTE word21 NUMERIC
@ATTRIBUTE word22 NUMERIC
@ATTRIBUTE word23 NUMERIC
@ATTRIBUTE word24 NUMERIC
@ATTRIBUTE word25 NUMERIC
@ATTRIBUTE word26 NUMERIC
@ATTRIBUTE word27 NUMERIC
@ATTRIBUTE word28 NUMERIC
@ATTRIBUTE word29 NUMERIC
@ATTRIBUTE word30 NUMERIC
@ATTRIBUTE word31 NUMERIC
@ATTRIBUTE word32 NUMERIC
@ATTRIBUTE word33 NUMERIC
@ATTRIBUTE word34 NUMERIC
@ATTRIBUTE word35 NUMERIC
@ATTRIBUTE word36 NUMERIC
@ATTRIBUTE word37 NUMERIC
@ATTRIBUTE word38 NUMERIC
@ATTRIBUTE word39 NUMERIC
@ATTRIBUTE word40 NUMERIC
@ATTRIBUTE word41 NUMERIC
@ATTRIBUTE word42 NUMERIC
@ATTRIBUTE word43 NUMERIC
@ATTRIBUTE word44 NUMERIC
@ATTRIBUTE word45 NUMERIC
@ATTRIBUTE word46 NUMERIC
@ATTRIBUTE word47 NUMERIC
@ATTRIBUTE word48 NUMERIC
@ATTRIBUTE word49 NUMERIC
@ATTRIBUTE word50 NUMERIC
@ATTRIBUTE word51 NUMERIC
@ATTRIBUTE word52 NUMERIC
@ATTRIBUTE word53 NUMERIC
@ATTRIBUTE word54 NUMERIC
@ATTRIBUTE word55 NUMERIC
@ATTRIBUTE word56 NUMERIC
@ATTRIBUTE word57 NUMERIC
@ATTRIBUTE word58 NUMERIC
@ATTRIBUTE word59 NUMERIC
@ATTRIBUTE word60 NUMERIC
@ATTRIBUTE word61 NUMERIC
@ATTRIBUTE word62 NUMERIC
@ATTRIBUTE word63 NUMERIC
@ATTRIBUTE word64 NUMERIC
@ATTRIBUTE word65 NUMERIC
@ATTRIBUTE word66 NUMERIC
@ATTRIBUTE word67 NUMERIC
@ATTRIBUTE word68 NUMERIC
@ATTRIBUTE word69 NUMERIC
@ATTRIBUTE word70 NUMERIC
@ATTRIBUTE word71 NUMERIC
@ATTRIBUTE word72 NUMERIC
@ATTRIBUTE word73 NUMERIC
@ATTRIBUTE word74 NUMERIC
@ATTRIBUTE word75 NUMERIC
@ATTRIBUTE word76 NUMERIC
@ATTRIBUTE word77 NUMERIC
@ATTRIBUTE word78 NUMERIC
@ATTRIBUTE word79 NUMERIC
@ATTRIBUTE word80 NUMERIC
@ATTRIBUTE word81 NUMERIC
@ATTRIBUTE word82 NUMERIC
@ATTRIBUTE word83 NUMERIC
@ATTRIBUTE word84 NUMERIC
@ATTRIBUTE word85 NUMERIC
@ATTRIBUTE word86 NUMERIC
@ATTRIBUTE word87 NUMERIC
@ATTRIBUTE word88 NUMERIC
@ATTRIBUTE word89 NUMERIC
@ATTRIBUTE word90 NUMERIC
@ATTRIBUTE word91 NUMERIC
@ATTRIBUTE word92 NUMERIC
@ATTRIBUTE word93 NUMERIC
@ATTRIBUTE word94 NUMERIC
@ATTRIBUTE word95 NUMERIC
@ATTRIBUTE word96 NUMERIC
@ATTRIBUTE word97 NUMERIC
@ATTRIBUTE word98 NUMERIC
@ATTRIBUTE word99 NUMERIC
@ATTRIBUTE word100 NUMERIC
@ATTRIBUTE class {0,1}
@DATA
-1.13522,0.887156,0.898394,-0.0939525,-0.541952,0.659095,0.746404,0.680656,0.097322,-0.144824,-0.44122,-0.394103,-0.77399,0.439929,-0.518721,-0.831933,-0.692888,0.552645,0.0776689,-0.509685,1.06826,0.67007,-0.749518,0.540435,0.157875,-0.513297,0.648389,0.419439,0.779328,-0.295272,0.713412,0.911581,0.514331,-0.901813,-0.341034,0.556771,-0.410494,-0.531311,-0.26627,-0.219428,0.453503,0.194321,0.832277,-0.543637,0.855957,-0.105066,1.11366,1.28637,0.129484,1.12005,-0.117335,0.609785,0.534401,-0.319353,0.775426,0.990385,0.765579,-0.36797,0.165138,-0.277768,-0.311748,-0.474247,-0.0126362,-0.174179,0.0396908,0.509438,0.4203,-0.157836,-0.846909,0.299323,0.725935,-0.214942,-0.719566,-0.407836,1.05637,-0.813875,-0.00285887,-0.350529,0.18347,0.970452,-0.214771,-0.0843533,-0.596477,0.741943,-0.160686,-0.812814,-0.213756,0.0403135,-0.595249,-1.12611,-0.215044,0.284916,-0.258922,-0.638187,0.534655,-0.336912,0.217872,0.205495,0.669658,-0.29718,1
-0.725445,0.543751,0.677331,-0.0147964,-0.416012,0.472506,0.438474,0.431238,0.259384,-0.175525,-0.196279,-0.164263,-0.485329,0.306317,-0.182465,-0.385398,-0.494331,0.390882,0.0629627,-0.397213,0.771976,0.416993,-0.323985,0.254722,0.230537,-0.14911,0.436921,0.452403,0.320785,-0.261984,0.495171,0.453138,0.213987,-0.510818,-0.0691858,0.0713549,-0.282317,-0.341546,-0.0222765,-0.103076,0.076434,0.239289,0.534626,-0.335328,0.358568,0.105568,0.691337,0.65871,0.0745158,0.660328,-0.270409,0.456086,0.415419,-0.0906766,0.679554,0.629247,0.336932,-0.103017,0.0473418,-0.118248,-0.253073,-0.207997,-0.0103685,-0.178619,-0.147157,0.112548,0.264686,0.00630165,-0.539825,0.126864,0.441667,-0.166742,-0.377986,-0.434752,0.71093,-0.687906,-0.249953,-0.287967,-0.00806036,0.523416,-0.240352,0.024571,-0.468237,0.317033,0.140593,-0.416567,-0.0766436,0.0972487,-0.579318,-0.615092,-0.44786,0.11891,-0.159698,-0.140484,0.281395,-0.2976,0.176331,0.192279,0.414151,-0.0390558,1
-0.683328,0.457907,0.580971,-0.0035046,-0.354846,0.259786,0.285571,0.264128,0.375932,-0.139471,-0.353603,-0.155957,-0.443343,0.324751,-0.242,-0.523182,-0.506659,0.48965,-0.0665731,-0.4376,0.817677,0.218308,-0.4599,0.392519,0.474165,-0.370603,0.204647,0.386707,0.436848,-0.19281,0.529087,0.495006,0.430308,-0.464112,-0.0609868,0.254009,-0.0560452,-0.489137,-0.137617,-0.0670195,0.185741,0.144165,0.867692,-0.187398,0.599138,0.0492022,0.612369,0.766794,0.292581,0.996537,-0.10237,0.590379,0.561743,-0.254067,0.594727,0.475547,0.386403,-0.227834,0.0966059,-0.105426,-0.189217,-0.273558,0.104861,-0.0998704,0.120917,0.321388,0.450436,-0.14262,-0.700706,0.0910036,0.526213,-0.0575983,-0.48404,-0.232192,0.763371,-0.793321,0.073629,-0.410298,0.104277,0.677792,-0.0823416,-0.0119593,-0.316964,0.339371,-0.247942,-0.546508,-0.163889,0.169998,-0.526677,-0.649915,-0.435631,0.098855,-0.214117,-0.46491,0.380712,-0.310704,0.172689,-0.0459858,0.581735,-0.105553,1
-0.802124,0.666862,0.686797,-0.161421,-0.342065,0.207316,0.552933,0.467202,-0.000738854,-0.0812104,-0.297298,-0.254167,-0.503102,0.471452,-0.175915,-0.409934,-0.432824,0.334923,0.150028,-0.353331,0.745217,0.819502,-0.390044,0.464024,0.241572,-0.0542126,0.605775,0.541288,0.558946,-0.282142,0.57784,0.525236,0.43151,-0.680035,-0.316295,0.406895,-0.372494,-0.573557,-0.10672,-0.00831256,0.241479,0.0860251,0.58673,-0.351806,0.44719,-0.0826934,0.778256,0.638402,0.0361336,0.604398,-0.284156,0.570033,0.428603,-0.0823399,0.409653,0.694171,0.55165,-0.211016,0.182618,-0.249356,-0.318988,-0.418753,-0.113766,-0.205157,0.0609622,0.157677,0.166226,-0.256892,-0.56611,0.0410293,0.55658,-0.0842785,-0.446174,-0.294992,0.707039,-0.630906,-0.19672,-0.236805,0.109036,0.545977,-0.167771,0.0313289,-0.487555,0.347329,0.0605913,-0.567853,-0.0846884,0.132815,-0.555975,-0.622182,-0.171932,0.2878,-0.134301,-0.3215,0.329323,-0.226654,0.297866,0.164063,0.499468,-0.0530318,1
-0.624457,0.73021,0.815987,-0.0976975,-0.448563,0.180618,0.558578,0.545893,0.188594,-0.226977,-0.271949,-0.214492,-0.369021,0.705992,-0.182563,-0.474429,-0.419427,0.52226,0.215184,-0.421315,0.946846,0.394865,-0.656579,0.754793,0.297395,-0.373512,0.346816,0.373064,0.588189,-0.500801,0.720084,0.530522,0.313133,-0.560685,0.00192006,0.363986,-0.20838,-0.430264,-0.0668933,-0.266445,0.407935,-0.0475907,0.626125,-0.213359,0.354805,-0.142319,0.58542,0.631348,0.325151,0.636906,0.0408077,0.66937,0.538413,-0.355778,0.550023,0.582908,0.597241,-0.335443,0.182123,-0.1118,-0.338767,-0.244702,0.133996,0.0312262,-0.115998,0.0188344,0.230222,-0.173173,-0.57816,0.0803078,0.320239,-0.483721,-0.460984,-0.107515,0.713044,-0.409839,0.13677,-0.13679,-0.0775459,0.428013,-0.091435,-0.0475138,-0.457724,0.461798,-0.0629392,-0.689432,-0.147463,0.00704708,-0.360016,-0.650869,-0.247808,0.200058,-0.297028,-0.263958,0.435175,-0.146974,0.23941,0.311297,0.449119,0.133142,1
-1.0303,0.797122,0.942715,-0.242531,-0.474912,0.599082,0.853496,0.624447,0.00269601,-0.110309,-0.553593,-0.372533,-0.6327,0.712336,-0.523265,-0.861823,-0.861508,0.71842,0.0811,-0.444096,1.15571,0.714554,-0.820393,0.605583,0.24528,-0.606185,0.817282,0.417607,0.895591,-0.347308,0.88171,0.682554,0.458631,-0.939709,-0.367221,0.687304,-0.261644,-0.475347,-0.307781,-0.254039,0.56697,0.165524,0.73423,-0.736149,0.860822,-0.154818,1.19848,1.09266,0.242757,1.12819,-0.0109006,0.588066,0.729476,-0.436772,0.728354,0.770901,0.90946,-0.321546,0.237791,-0.372868,-0.44711,-0.395261,-0.141937,-0.177117,0.0714751,0.474805,0.391526,0.0479204,-0.775417,0.205477,0.798604,-0.329686,-0.708315,-0.368597,1.135,-0.856562,0.0384527,-0.44603,0.3006,0.795747,-0.19183,-0.0111678,-0.478915,0.719789,-0.292006,-0.683128,-0.233959,-0.0721989,-0.742761,-1.0842,-0.250273,0.325375,-0.381461,-0.750072,0.603474,-0.311815,0.339575,0.297599,0.572331,-0.147244,1
-0.551679,0.510434,0.357269,-0.0846204,-0.219816,0.392965,0.305808,0.206676,0.280781,0.0320192,-0.335341,-0.401833,-0.416402,0.25943,-0.220343,-0.565416,-0.413054,0.35284,0.0331729,-0.606468,0.729821,0.379775,-0.515226,0.394708,0.280651,-0.185031,0.237398,0.36705,0.380616,-0.259713,0.428937,0.441208,0.444421,-0.34201,0.00968795,0.425282,-0.408825,-0.465156,-0.140876,-0.189636,0.273476,0.157656,0.443855,-0.224912,0.390637,-0.142358,0.65693,0.816729,0.0522169,0.738264,-0.0564632,0.620028,0.584617,-0.180942,0.362835,0.432313,0.392313,-0.166392,0.114135,-0.342452,-0.132608,-0.301199,0.0445289,-0.0919154,0.0694704,0.0360498,0.30882,-0.178327,-0.447844,0.341293,0.508542,-0.0713502,-0.455546,-0.170808,0.736626,-0.78142,-0.0298215,-0.256851,0.203123,0.459702,-0.194321,-0.0222832,-0.322879,0.372332,-0.18542,-0.474761,-0.136581,0.0982591,-0.479694,-0.597695,-0.206338,0.190337,-0.127156,-0.219264,0.314507,-0.246592,0.165543,-0.099565,0.415605,0.0980515,1
-0.223407,0.497828,0.420771,-0.0873963,-0.348806,-0.211999,0.369266,0.308181,0.0878012,-0.253743,0.000405386,-0.150385,-0.250158,0.24687,-0.0781873,-0.33645,-0.269173,0.439479,0.177894,-0.185133,0.497701,0.482433,-0.352719,0.523016,0.00983819,-0.205157,0.100686,0.376539,0.09628,-0.166032,0.360456,0.573829,0.170326,-0.214327,-0.0725817,0.362303,-0.245701,-0.424152,0.245646,0.0351355,0.109289,-0.102612,0.373568,-0.333445,0.254581,0.00419163,0.521208,0.612798,-0.0220704,0.513384,-0.0926102,0.489964,0.363191,-0.166037,0.350209,0.581282,0.317788,0.0285077,-0.0521427,0.209812,-0.0364438,0.0149362,0.101868,-0.247154,0.0836564,0.060019,0.233453,0.0419711,-0.359715,0.0560554,0.224203,-0.208597,-0.120005,-0.24417,0.247337,-0.385222,0.023621,-0.0648487,0.112154,0.401028,-0.302327,-0.0531836,-0.469469,0.320731,0.170766,-0.214545,-0.359176,-0.00585227,-0.299941,-0.542843,-0.304688,0.165931,-0.230068,-0.0199514,0.276433,-0.274549,0.309655,0.238184,0.42445,0.07706,1
0.15063,0.0880235,0.0357035,0.0267601,-0.0356262,-0.524784,-0.146211,-0.201893,0.0727642,-0.0281056,0.142606,0.22646,-0.0392116,-0.513592,0.19492,0.166187,0.290328,-0.236112,-0.236389,0.0747497,-0.420478,0.0463094,0.244301,-0.332944,-0.0765701,0.575452,-0.224461,0.0334437,-0.167103,-0.0269485,0.0399957,-0.087054,-0.059755,0.176584,-0.0654767,-0.121146,0.0850331,-0.016535,0.288783,0.0742049,-0.301934,-0.162317,-0.539335,0.115293,-0.38994,0.0968782,-0.154831,-0.239282,-0.231619,-0.208407,-0.257632,0.0349652,-0.390854,0.0979907,-0.0264767,-0.257289,-0.390037,0.0544717,-0.128497,0.252719,0.0608768,0.102449,0.0252581,0.224401,0.173108,-0.389553,-0.057905,0.141654,0.121704,0.0291913,-0.181617,0.0781284,0.336547,0.186936,-0.576564,0.0727236,0.0507752,0.0247525,-0.190649,-0.281421,-0.0413874,-0.00626462,0.074255,-0.218878,0.124766,0.284606,-0.0494794,0.025443,0.0790204,0.109612,0.381314,-0.405699,0.0539402,0.150475,-0.321801,0.537489,-0.0451494,0.258473,-0.0229256,-0.0228504,1
-0.719164,0.738377,0.765295,0.0466019,-0.435024,0.106873,0.717297,0.581571,0.24299,-0.0199973,-0.302336,-0.240369,-0.228825,0.462977,-0.214053,-0.563726,-0.41752,0.526953,0.0647381,-0.327242,0.682396,0.398834,-0.429778,0.498468,0.200461,-0.203186,0.27761,0.240444,0.176117,-0.104598,0.650112,0.491206,0.374322,-0.288442,-0.193897,0.366882,0.0312275,-0.387764,0.115574,-0.01102,0.156144,-0.018979,0.492767,-0.388815,0.54987,-0.0882278,0.702955,0.789964,0.0477798,0.515654,0.143412,0.731534,0.374806,-0.359892,0.436199,0.434693,0.415166,-0.222317,0.0507132,0.10859,-0.358854,-0.098465,-0.0584288,-0.211125,-0.0715708,0.106056,0.255962,-0.177683,-0.527094,0.167294,0.507952,-0.138346,-0.435934,-0.369013,0.511873,-0.700261,-0.026718,-0.0515865,-0.0275815,0.410842,-0.280897,-0.0952006,-0.438899,0.38197,0.102897,-0.456948,-0.293429,-0.107741,-0.457631,-0.650937,-0.0881789,0.179638,-0.224617,-0.233333,0.260974,-0.00900949,0.258237,0.169905,0.422665,-0.0322553,1
